regardless,in spite of everything
regime,the governing authority of a political unit
regimen,a systematic plan for therapy
regiment,army unit smaller than a division
regimented,strictly controlled
region,the extended spatial location of something
regional,characteristic of a particular area
register,an official written record of names or events
regret,feel sorry for; be contrite about
regular,conforming to a standard or pattern
regular polygon,a polygon with all sides and all angles equal
regulate,bring into conformity with rules or principles or usage
regulation,the act of bringing to uniformity
regulatory,restricting according to rules or principles
regurgitate,pour or rush back
regurgitate,feed through the beak by bringing back swallowed food
rehash,present or use again with no or few changes
rehearse,engage in a rehearsal (of)
reimburse,pay back for some expense incurred
reimbursement,compensation paid for damages or money already spent
rein,one of a pair of long straps used to control a horse
reinforce,strengthen and support with rewards
reinvigorate,impart new strength vitality or energy
reiterate,say state or perform again
reject,refuse to accept or acknowledge
rejection,the act of turning something down
rejoice,feel happiness
rejoinder,a quick reply to a question or remark
relate,give an account of
related,connected logically or causally or by shared characteristics
relation,the state or quality of having something in common
relationship,a mutual connection between people
relative,not absolute or complete
relatively,by comparison to something else
relativity,the quality of having significance vis-a-vis something else
relay,passing something along from one person or group to another
release,grant freedom to; free from confinement
relegate,assign to a lower position
relent,give in as to influence or pressure
relentless,never-ceasing
relevance,the relation of something to the matter at hand
relevant,having a bearing on or connection with the subject at issue
reliable,worthy of trust
reliably,in a faithful manner
reliance,the state of depending on something
relic,an antiquity that has survived from the distant past
relief,the act of reducing something unpleasant
relieve,free from a burden evil or distress
reliever,someone who takes the place of another
religion,a strong belief in supernatural powers that control destiny
religious,having or showing belief in and reverence for a deity
relinquish,turn away from; give up
relish,vigorous and enthusiastic enjoyment
reliving,a recurrence of a prior experience
reluctant,not eager
rely,have confidence or faith in
remain,continue in a place position or situation
remainder,something left after other parts have been taken away
remaining,not used up
remains,the dead body of a human being
remand,refer a matter or legal case back to another authority
remarkable,unusual or striking
Rembrandt,influential Dutch artist (1606-1669)
remedial,tending or intended to rectify or improve
remedy,a medicine or therapy that cures disease or relieves pain
remembrance,the ability to recall past occurrences
reminiscent,serving to bring to mind
remit,send in payment
remittance,a payment of money sent to a person in another place
remonstrate,argue in protest or opposition
remorse,a feeling of deep regret usually for some misdeed
remote,located far away spatially
removed,separate or apart in time
Renaissance,period of European history at the close of the Middle Ages
renal,of or relating to the kidneys
Renascence,the period of European history at the close of the Middle Ages and the rise of the modern world; a cultural rebirth from the 14th through the middle of the 17th centuries
rend,tear or be torn violently
render,give or supply
rendition,a performance of a musical composition or a dramatic role
renegade,someone who rebels and becomes an outlaw
renovation,the act of improving by renewing and restoring
renown,the state or quality of being widely honored and acclaimed
reparation,something done or paid in expiation of a wrong
repast,the food served and eaten at one time
repatriation,the act of returning to one’s country of origin
repeat,say or state again
repeated,recurring again and again
repel,force or drive back
repentance,remorse for your past conduct
repentant,feeling or expressing remorse for misdeeds
repercussion,a remote or indirect consequence of some action
repertoire,the range of skills in a particular field or occupation
repertory,a collection of works that an artist or company can perform
replace,put something back where it belongs
replete,filled to satisfaction with food or drink
replica,copy that is not the original
replicate,reproduce or make an exact copy of
report,to give an account or representation of in words
reprehend,express strong disapproval of
represent,be a delegate or spokesperson for
representation,standing in for someone and speaking on their behalf
representative,serving to typify
reprimand,an act or expression of criticism and censure
reprisal,a retaliatory action against an enemy in wartime
reprise,repeat an earlier theme of a composition
reproach,express criticism towards
reprobate,a person without moral scruples
reproduce,make a copy or equivalent of
reproduction,the act of making copies
reproductive,producing new life or offspring
reproof,an act or expression of criticism and censure
reptile,a cold-blooded vertebrate including snakes and lizards
reptilian,of or relating to cold-blooded vertebrates with scaly skin
republic,a form of government whose head of state is not a monarch
repudiate,refuse to acknowledge ratify or recognize as valid
repudiation,rejecting or disowning or disclaiming as invalid
repugnant,offensive to the mind
repulsive,offensive to the mind
reputation,the general estimation that the public has for a person
repute,the state of being held in high esteem and honor
require,have need of
requirement,necessary activity
rescind,cancel officially
rescission,the cancellation of a contract
research,a seeking for knowledge
researcher,a scientist devoted to systematic investigation
resemblance,similarity in appearance or external or superficial details
resemble,be similar or bear a likeness to
reservation,the act of setting aside for some future occasion
reserve,hold back or set aside especially for future use
residual,relating to or indicating a remainder
resignation,the act of giving up as a claim or office or possession
resilience,ability of a material to return to its original shape
resilient,recovering readily from adversity depression or the like
resist,withstand the force of something
resistance,any mechanical force that tends to retard or oppose motion
resolution,a decision to do something or to behave in a certain manner
resolve,find a solution or answer
resonance,the characteristic of having a loud deep sound
resonant,characterized by a loud deep sound
resort,have recourse to
resort,something or someone turned to for assistance or security
resource,aid or support that may be drawn upon when needed
respect,regard highly; think much of
respectively,in the order given
respiratory,pertaining to the act of breathing
respire,draw air into and expel out of the lungs
respite,a pause from doing something
resplendent,having great beauty
respond,show a reaction to something
response,the speech act of continuing a conversational exchange
responsibility,the social force that binds you to a course of action
responsible,worthy of or requiring trust; held accountable
rest,take a short break from one’s activities in order to relax
restitute,restore to a previous or better condition
restitution,the act of restoring something to its original state
restive,being in a tense state
restore,bring back into original existence function or position
restrain,hold back
restrict,limit access to
restriction,an act of limiting
restrictive,serving to limit
restructure,form anew
result,something that follows as a consequence
resurface,cover with a new surface
resurgence,bringing again into activity and prominence
resurgent,rising again as to new life and vigor
retain,secure and keep for possible future use or application
retaliate,make a counterattack and return like for like
retaliation,action taken in return for an injury or offense
retard,cause to move more slowly or operate at a slower rate
retention,the act of keeping something
reticence,the trait of being uncommunicative
reticent,reluctant to draw attention to yourself
retinue,the group following and attending to some important person
retract,formally reject or disavow
retral,moving or directed or tending in a backward direction or contrary to a previous direction
retreat,the act of withdrawing or going backward
retrench,tighten one’s belt; use resources carefully
retrieve,get or find back; recover the use of
retroactively,after the fact
retrograde,moving or directed or tending in a backward direction
retrogressive,going from better to worse
retrospect,contemplation of things past
retrospective,concerned with or related to the past
return,go or come back to place condition or activity where one has been before
revamp,patch up or renovate; repair or restore
reveal,make visible
revel,take delight in
revenue,the entire amount of income before any deductions are made
reverberation,a remote or indirect consequence of some action
reverence,a feeling of profound respect for someone or something
reverent,feeling or showing profound respect or veneration
reverie,an abstracted state of absorption
reversal,the act of switching the order or place of
reverse,change to the contrary
revert,go back to a previous state
review,look at again; examine again
revile,spread negative information about
revise,make changes to
revised,improved or brought up to date
revision,the act of altering
revitalization,bringing again into activity and prominence
revitalize,give new life or vigor to
revival,bringing again into activity and prominence
revive,cause to regain consciousness
revokable,capable of being revoked or annulled
revolutionary,markedly new or introducing radical change
rhapsodize,say with great enthusiasm
rhetoric,study of the technique for using language effectively
rhetorical,relating to using language effectively
rhinoceros,massive powerful herbivorous odd-toed ungulate of southeast Asia and Africa having very thick skin and one or two horns on the snout
rhinovirus,any of a group of picornaviruses that are responsible for many upper respiratory infections
rhombus,a parallelogram with four equal sides
rhythm,an interval during which a recurring sequence occurs
rib,any of the 12 pairs of curved arches of bone extending from the spine to or toward the sternum in humans (and similar bones in most vertebrates)
ribald,humorously vulgar
ribosome,a particle in a cell that helps synthesize proteins
rich,possessing material wealth
ricochet,spring back; spring away from an impact
rid,relieve from
riddle,pierce with many holes
ridge,a long narrow natural elevation or striation
ridicule,language or behavior intended to mock or humiliate
rife,excessively abundant
rift,a personal or social separation
right,free from error; especially conforming to fact or truth
right angle,the 90 degree angle between two perpendicular lines
right away,without delay or hesitation; with no time intervening
right triangle,a triangle with one right angle
right-angled triangle,a triangle with one right angle
rigor,excessive sternness
rigorous,rigidly accurate; allowing no deviation from a standard
ring,a toroidal shape
rinse,wash off soap or remaining dirt
ripple,a small wave on the surface of a liquid
rise,move upward
rising,sloping upward
risk,a source of danger
rival,the contestant you hope to defeat
road rage,violence exhibited by drivers in traffic
robin,small Old World songbird with a reddish breast
robust,sturdy and strong in form constitution or construction
rock,material consisting of the aggregate of minerals
rodent,relatively small placental mammals
role,the actions and activities assigned to a person or group
roller coaster,elevated railway in an amusement park
Roman,relating to or characteristic of people of Rome
romantic,expressive of or exciting love
root,underground plant organ that lacks buds or leaves or nodes
root out,destroy completely as if down to the roots
rooted,absolutely still
rooting,the process of putting forth roots and beginning to grow
roseate,of something having a dusty purplish pink color
rot,break down
rotational,of or pertaining to rotation
roughly,with rough motion as over a rough surface
roundabout way,a roundabout road
rout,an overwhelming defeat
royal,of or relating to or indicative of or issued or performed by a king or queen or other monarch
royalty,royal persons collectively
rubbery,having an elastic texture
rubbing,effort expended in moving one object over another with pressure
rubble,the remains of something that has been destroyed
rudimentary,being in the earliest stages of development
rue,feel sorry for; be contrite about
ruffian,a cruel and brutal fellow
rule,prescribed guide for conduct or action
rule out,include or exclude by determining judicially or in agreement with rules
ruling,exercising power or authority
ruly,neat and tidy
ruminate,reflect deeply on a subject
rummage,search haphazardly
rumor,gossip passed around by word of mouth
run,move fast by using one’s feet
rural,living in or characteristic of farming or country life
Russia,a federation in northeastern Europe and northern Asia
Russian,of or pertaining to or characteristic of Russia or its people or culture or language
rustic,characteristic of rural life
rusty,covered with or consisting of an oxide coating
ruthless,without mercy or pity
sabotage,a deliberate act of destruction or disruption
sacrament,a formal religious ceremony conferring a specific grace
sacred,made or declared or believed to be holy
sacrifice,the act of killing in order to appease a deity
sag,droop sink or settle
saga,a narrative telling the adventures of a hero or a family
sagacious,acutely insightful and wise
sage,a mentor in spiritual and philosophical topics
sagging,hanging down (as from exhaustion or weakness)
said,being the one previously mentioned or spoken of
saint,a person who has died and has been canonized
sake,the purpose of achieving or obtaining
salacious,suggestive of or tending to moral looseness
sale,the general activity of selling
sales,income (at invoice values) received for goods and services over some given period of time
salient,conspicuous prominent or important
saline,containing salt
salinity,the relative proportion of salt in a solution
saliva,a clear liquid secreted by glands in the mouth
sallow,unhealthy looking
salmon,any of various large food and game fishes of northern waters
salon,elegant sitting room where guests are received
salt,white crystalline form of especially sodium chloride used to season and preserve food
salubrious,promoting health
salvage,rescuing a ship or its crew from a shipwreck or a fire
sample,a small part intended as representative of the whole
samurai,feudal Japanese military aristocracy
sanctify,render holy by means of religious rites
sanction,official permission or approval
sanctuary,a consecrated place where sacred objects are kept
sand,a loose material consisting of grains of rock or coral
sandpiper,any of numerous usually small wading birds having a slender bill and piping call; closely related to the plovers
sanguine,confidently optimistic and cheerful
sanitary,free from filth and pathogens
sanitation,the state of being clean and conducive to health
sap,a watery solution in the vascular system of a plant
sarcasm,witty language used to convey insults or scorn
sardonic,disdainfully or ironically humorous
satellite,any celestial body orbiting around a planet or star
satiate,fill to satisfaction
satire,witty language used to convey insults or scorn
satirical,exposing human folly to ridicule
satisfaction,the state of being gratified
satisfied,filled with contentment
saturate,infuse or fill completely
saturated,unable to dissolve still more of a substance
saturated fatty acid,a fatty acid whose carbon chain cannot absorb any more hydrogen atoms; found chiefly in animal fats
saturnine,bitter or scornful
saunter,walk leisurely and with no apparent aim
savage,without civilizing influences
savant,a learned person
save,bring into safety
savor,a particular taste or smell especially an appealing one
savvy,the ability to shrewdly understand or judge things
say,utter aloud
scabrous,rough to the touch as if covered with scales or projections
scald,burn with a hot liquid or steam
scale,an ordered reference standard
scaled,having the body covered or partially covered with thin horny plates as some fish and reptiles
scalene triangle,a triangle with no two sides of equal length
scalp,the skin that covers the top of the head
scant,less than the correct or legal or full amount
scanty,lacking in extent or quantity
scapegoat,someone who is punished for the errors of others
scarab,scarabaeid beetle considered divine by ancient Egyptians
scarce,deficient in quantity or number compared with the demand
scarcely,only a very short time before
scarcity,a small and inadequate amount
scathing,marked by harshly abusive criticism
scatter,cause to separate and go in different directions
scavenger,someone who collects things discarded by others
scenario,a postulated sequence of possible events
scene,the place where some action occurs
schema,a simplified or preliminary plan
schism,division of a group into opposing factions
schistosomiasis,an infestation with or a resulting infection caused by a parasite of the genus Schistosoma; common in the tropics and Far East; symptoms depend on the part of the body infected
schizophrenia,a psychotic disorder characterized by distortions of reality
schmooze,talk idly or casually and in a friendly way
scholar,a learned person
scholarly,characteristic of a learned person
scholarship,profound learned knowledge
school,an educational institution
schooling,the act of teaching at school
science,ability to produce solutions in some problem domain
scientific,conforming with the principles or methods used in science
scientist,a person with advanced knowledge of empirical fields
scintillate,emit or reflect light in a flickering manner
scoff,laugh at with contempt and derision
sconce,a decorative wall bracket for holding candles or lights
scoot,run or move very quickly or hastily
scope,the state of the environment in which a situation exists
scorch,burn slightly and superficially so as to affect color
scorn,lack of respect accompanied by a feeling of intense dislike
scornful,expressing extreme contempt
Scott,British author of historical novels and ballads (1771-1832)
scour,rub hard or scrub
scourge,something causing misery or death
scramble,move hurriedly
scrap,a small fragment of something broken off from the whole
scratch,cut scrape or wear away the surface of
screen,partition consisting of a decorative frame or panel that serves to divide a space
screw,a simple machine of the inclined-plane type consisting of a spirally threaded cylindrical rod that engages with a similarly threaded hole
screw up,make a mess of destroy or ruin
scribe,someone employed to make written copies of documents
scrimpy,deficient in amount or quality or extent
scruffy,shabby and untidy
scrupulous,characterized by extreme care and great effort
scrutinize,examine carefully for accuracy
scrutiny,the act of examining something closely as for mistakes
sculptor,an artist who creates sculptures
sculpture,a three-dimensional work of plastic art
scurrilous,expressing offensive reproach
scurry,move about or proceed hurriedly
seal,fastener consisting of a resin that is plastic when warm
seam,joint consisting of a line formed by joining two pieces
seamless,not having a joint between two pieces
seance,a meeting of spiritualists
search,look or seek
season,one of the natural periods into which the year is divided by the equinoxes and solstices or atmospheric conditions
seawater,water containing salts
secede,withdraw from an organization or polity
secondary,being of second rank or importance or value
secondment,the detachment of a person from their regular organization for temporary assignment elsewhere
secrecy,the condition of being concealed or hidden
secrete,generate and separate from cells or bodily fluids
secretion,the organic process of releasing some substance
sectarian,of or relating to a subdivision of a larger religious group
section,one of several parts or pieces that fit with others
sector,a particular aspect of life or activity
secular,someone who is not a clergyman or a professional person
secularism,a doctrine that rejects religious considerations
secure,free from danger or risk
security,the state of being free from danger or injury
sedan,a closed 2- or 4-door car seating at least 4 people
sedentary,requiring sitting or little activity
sediment,matter that has been deposited by some natural process
sedimentation,the accumulation of matter deposited by some natural process
sedition,an illegal action inciting resistance to lawful authority
seductive,tending to entice into a desired action or state
sedulous,marked by care and persistent effort
see,perceive by sight or have the power to perceive by sight
seed,a mature fertilized plant ovule consisting of an embryo and its food source and having a protective coat or testa
seek,try to locate discover or establish the existence of
seem,give a certain impression or have a certain outward aspect
seemingly,from appearances alone
seethe,foam as if boiling
segment,one of several parts that fit with others to make a whole
segregation,the act of keeping apart
seismic,subject to or caused by an earthquake or earth vibration
seismic disturbance,an instance of agitation of the earth’s crust
seismology,the branch of geology that studies earthquakes
seldom,not often
selection,the act of choosing
selectively,by selection; in a selective manner
self-fulfillment,the fulfillment of your capacities
self-reproach,the act of blaming yourself
sell,exchange or deliver for money or its equivalent
selling,the exchange of goods for an agreed sum of money
semantic,of or relating to meaning or the study of meaning
semiarid,somewhat arid
semicircular,curved into a half circle
semiconductor,a substance as germanium or silicon whose electrical conductivity is intermediate between that of a metal and an insulator; its conductivity increases with temperature and in the presence of impurities
seminal,containing seeds of later development
senator,a member of a legislative assembly
senile,mentally or physically infirm with age
seniority,higher rank especially by reason of longer service
sensation,an unelaborated elementary awareness of stimulation
sensational,relating to elementary awareness of stimulation
sense,the faculty through which the external world is apprehended
sensible,able to feel or perceive
sensing,becoming aware of something via the senses
sensitive,responsive to physical stimuli
sensitivity,responsiveness to emotional feelings
sensorial,involving or derived from the senses
sensory,relating to or concerned in sensation
sensuality,desire for sensual pleasures
sensuous,taking delight in beauty
sentence,a string of words satisfying grammatical rules of a language
sentient,endowed with feeling and unstructured consciousness
sentiment,a personal belief or judgment
sentimentalize,act in a sentimental way or indulge in sentimental thoughts or expression
sentinel,a person employed to keep watch for some anticipated event
separate,standing apart; not attached to or supported by anything
separation,the act of dividing or disconnecting
sequel,something that follows something else
sequence,a following of one thing after another in time
sequential,in regular succession without gaps
sequester,keep away from others
serendipity,good luck in making unexpected and fortunate discoveries
serene,not agitated
serenity,the absence of mental stress or anxiety
serf,a person bound to the land and owned by the feudal lord
serge,a twilled woolen fabric
series,similar things placed in order or one after another
serious,of great consequence
sermonize,speak as if preaching or expressing moral judgments
serotonin,a neurotransmitter involved in e.g. sleep and depression and memory
serrated,notched like a saw with teeth pointing toward the apex
servant,a person working in the service of another
serve,devote one’s life or efforts to as of countries or ideas
service,an act of help or assistance
servile,submissive or fawning in attitude or behavior
session,a meeting for execution of a group’s functions
set,put into a certain place or abstract location
set off,direct attention to as if by means of contrast
setback,an unfortunate happening that thwarts or hinders
setting,the physical position of something
settle,become resolved fixed established or quiet
settled,established in a desired position or place; not moving about
settlement,the act of colonizing; the establishment of colonies
settler,a person who resides in a new colony or country
sever,set or keep apart
several,of an indefinite number more than 2 or 3 but not many
severe,unsparing and uncompromising in discipline or judgment
sewing,joining or attaching by stitches
sex,one of two categories into which most organisms are divided
sexist,discriminatory on the basis of gender roles
sexual,of or relating to or characterized by sexuality
shady,sheltered from the sun’s rays
shake,move or cause to move back and forth
shallow,lacking physical depth
sham,something that is a counterfeit; not what it seems to be
shambles,a condition of great disorder
shame,a painful feeling of embarrassment or inadequacy
shape,a perceptual structure
shaping,the act of fabricating something in a particular shape
shard,a broken piece of a brittle artifact
share,assets belonging to an individual person or group
shared,have in common; held or experienced in common
sharp,having a point or thin edge suitable for cutting or piercing
sharply,very suddenly and to a great degree
shatter,break into many pieces
Shaw,British playwright ; founder of the Fabian Society
shed,cause or allow to flow or run out or over
sheer,so thin as to transmit light
sheet,any broad thin expanse or surface
shelter,covering that provides protection from the weather
shelve,place on a shelf
shenanigan,the use of tricks to deceive someone
shield,armor carried on the arm to intercept blows
shift,move very slightly
shoal,a stretch of shallow water
shock,an unpleasant or disappointing surprise
shoddy,of inferior workmanship and materials
shoo away,drive away by crying `shoo!’
shoot,fire a shot
shoot up,rise dramatically
shoplifting,the act of stealing goods that are on display in a store
shore,the land along the edge of a body of water
shore up,support by placing against something solid or rigid
short,having little length or lacking in length
shortcoming,a failing or deficiency
shortcut,a route shorter than the usual one
shortfall,the property of being an amount by which something is less than expected or required
show,make visible or noticeable
showing,the display of a motion picture
shred,a small piece of cloth or paper
shredded,prepared by cutting
shrewd,marked by practical hardheaded intelligence
shrewdness,intelligence manifested by being astute
shriek,sharp piercing cry
shrill,having or emitting a high-pitched and sharp tone or tones
shrine,a place of worship associated with something sacred
shrink,wither as with a loss of moisture
shrivel,wither as with a loss of moisture
shroud,burial garment in which a corpse is wrapped
shun,avoid and stay away from deliberately
shunning,deliberately avoiding
shut off,block off the passage through
shuttle,bobbin that passes the weft thread between the warp threads
sick,affected by impairment of normal physical or mental function
sickle,an edge tool for cutting grass or crops
side,a place within a region identified relative to a center or reference location
sidetrack,wander from a direct or straight course
siege,an action of an armed force that surrounds a fortified place
sight,the ability to see; the visual faculty
sign,a visible clue that something has happened or is present
signal,any action or gesture that encodes a message
significance,the quality of being important
significant,rich in implication
significantly,in an important manner
silkworm,the commercially bred hairless white caterpillar of the domestic silkworm moth which spins a cocoon that can be processed to yield silk fiber; the principal source of commercial silk
silver lining,a consoling aspect of a difficult situation
similar,having the same or nearly the same characteristics
similarity,the quality of being alike
simple,having few parts; not complex or complicated or involved
simple interest,interest paid on the principal alone
simulacrum,a representation of a person
simulate,reproduce someone’s behavior or looks
simultaneous,occurring or operating at the same time
simultaneously,at the same instant
sinew,a band of tissue connecting a muscle to its bony attachment
sinistral,of or on the left
sink,fall or descend to a lower place or level
symmetrical,exhibiting equivalence or correspondence among constituents
symmetry,balance among the parts of something
sympathize,feel or express compassion
symptom,a sensation associated with a particular disease
synchronized,operating in unison
syncopation,a musical rhythm accenting a normally weak beat
syndicate,an association of companies for some definite purpose
syndrome,a pattern of symptoms indicative of some disease
synonymous,meaning the same or nearly the same
syntax,the study of the rules for forming admissible sentences
synthesis,the combination of ideas into a complex whole
synthesize,combine and form a complex whole
synthetic,a compound made artificially by chemical reactions
Syria,an Asian republic in the Middle East at the east end of the Mediterranean; site of some of the world’s most ancient centers of civilization
system,a group of independent elements comprising a unified whole
systematic,characterized by order and planning
systemic,affecting an entire structure network or complex of parts
table,furniture having a smooth flat top supported by legs
tablet,a small flat compressed cake of some substance
taboo,a ban resulting from social custom or emotional aversion
tabulate,arrange or enter in rows and columns
tacit,implied by or inferred from actions or statements
taciturn,habitually reserved and uncommunicative
taciturnity,the trait of being uncommunicative
tack,a short nail with a sharp point and a large head
tackle,seize and throw down an opponent player carrying the ball
tactic,a plan for attaining a particular goal
tactile,of or relating to or proceeding from the sense of touch
tad,a slight amount or degree of difference
tadpole,a larval frog or toad
tailor,a person whose occupation is making and altering garments
take,get into one’s hands
take up,turn one’s interest to
takeover,a change by sale or merger in the controlling interest of a corporation
taking,the act of someone who picks up or takes something
tale,a story that tells the particulars of an occurrence or event
talk out of,persuade someone not to do something
tallow,a hard substance used for making soap and candles
tally,the act of counting; reciting numbers in ascending order
tame,brought from wildness into a domesticated state
tamper,alter or falsify usually secretively or dishonestly
tandem,an arrangement of objects or persons one behind another
tangent,a line that touches a curve at only one point
tangential,of superficial relevance if any
tantalize,harass with persistent teasing or baiting
tapestry,a wall hanging of heavy fabric with pictorial designs
tardive,late-occurring
tardy,after the expected or usual time
target,a reference point to shoot at
tariff,a government tax on imports or exports
tarnish,make or become dirty or spotty
tarry,leave slowly and hesitantly
task,any piece of work that is undertaken or attempted
tatter,a small shred of cloth or paper
taut,subjected to great tension; stretched tight
taut,pulled or drawn tight
taw,a large marble used for shooting in the game of marbles
tawdry,tastelessly showy
tax,charge against a citizen’s person or property or activity for the support of government
taxonomy,a classification of organisms based on similarities
teacher,a person whose occupation is instructing
tease,mock or make fun of playfully
technical,of or relating to aptitude in a practical skill
technician,someone who is trained in a specific process
technique,a practical method or art applied to some particular task
technocrat,an advocate of technocracy
technological,of a practical subject organized by scientific principles
technology,the practical application of science to commerce or industry
tectonic,pertaining to the structure or movement of the earth’s crust
tedious,so lacking in interest as to cause mental weariness
tedium,the feeling of being bored by something
teem,be abuzz
teetotalism,abstaining from alcohol
telegraph,apparatus used to communicate at a distance over a wire
telltale,disclosing unintentionally
temblor,shaking and vibration at the surface of the earth resulting from underground movement along a fault plane of from volcanic activity
temerity,fearless daring
temper,a characteristic state of feeling
temperament,your usual mood
temperance,the trait of avoiding excesses
temperate,not extreme
temperature,the degree of hotness or coldness of a body or environment
tempest,a violent commotion or disturbance
tempestuous,characterized by violent emotions or behavior
temporal,of or relating to or limited by time
temporary,not permanent; not lasting
ten,the cardinal number that is the sum of nine and one
tenacious,stubbornly unyielding
tenaciously,with obstinate determination
tenacity,persistent determination
tenant,someone who pays rent to use property owned by someone else
tend,have a disposition to do or be something; be inclined
tendency,an inclination to do something
tendon,a band of tissue connecting a muscle to its bony attachment
tenement,a run-down apartment house barely meeting minimal standards
tenet,a religious doctrine proclaimed as true without proof
tensile,of or relating to physical stress or strain
tentative,hesitant or lacking confidence; unsettled in mind or opinion
tenuous,very thin in gauge or diameter
tenuous,lacking substance or significance
tenure,the term during which some position is held
tepid,moderately warm
tequila,Mexican liquor made from fermented juices of an agave plant
term,a limited period of time during which something lasts
termagant,a scolding nagging bad-tempered woman
termite,whitish soft-bodied ant-like social insect that feeds on wood
terrestrial,of or relating to or characteristic of the planet Earth
territorial,of or relating to a geographical area
territoriality,the behavior of a male animal that defines and defends its territory
terse,brief and to the point
test,standardized procedure for measuring sensitivity or aptitude
testify,give a solemn statement in a court of law
tether,restraint consisting of a rope or chain
Texas,the second largest state
text,the words of something written
textbook,a book prepared for use in schools or colleges
textile,artifact made by weaving or felting or knitting fibers
thanksgiving,a short prayer of thanks before a meal
thaw,become or cause to become soft or liquid
theater,a building where performances can be presented
theatre,a building where performances can be presented
thematic,relating to or constituting a topic of discourse
theme,the subject matter of a conversation or discussion
thenceforth,from that time on
theodolite,a surveying instrument for measuring angles
theorem,an idea accepted as a demonstrable truth
theoretical,concerned with hypotheses and not practical considerations
theoretically,in theory; according to the assumed facts
theorist,someone who constructs hypotheses
theory,a belief that can guide behavior
therapeutic,tending to cure or restore to health
thereby,by that means or because of that
thermal,relating to or associated with heat
thesis,an unproved statement advanced as a premise in an argument
thick,not thin
thin,of relatively small extent from one surface to the opposite
things,any movable possession (especially articles of clothing)
think,judge or regard; look upon; judge
thinking,endowed with the capacity to reason
thinned,mixed with water
Thoreau,United States writer and social critic (1817-1862)
thorn,a small sharp-pointed tip resembling a spike on a stem or leaf
thorny,full of difficulties or perplexities
thorough,painstakingly careful and accurate
though,(postpositive) however
thought,the content of cognition
thousand,the cardinal number that is the product of 10 and 100
thrall,the state of being under the control of another person
threat,declaration of an intention to inflict harm on another
threaten,to utter intentions of injury or punishment against
threatening,threatening or foreshadowing evil or tragic developments
threshold,the starting point for a new state or experience
thrice,three times
thrift,extreme care in spending money
thrifty,mindful of the future in spending money
thrill,something that causes a sudden intense feeling
thrive,make steady progress
thrive,grow vigorously
throne,the chair of state for a monarch bishop etc.
throng,a large gathering of people
through,having finished or arrived at completion
throughout,from first to last
throughput,output relative to input
thrum,sound the strings of an instrument
thrust,push forcefully
thud,a heavy dull sound
thus,from that fact or reason or as a result
thwart,hinder or prevent as an effort plan or desire
thyroid,located near the base of the neck
tickle,touch (a body part) lightly so as to excite the surface nerves and cause uneasiness laughter or spasmodic movements
ticklish,difficult to handle; requiring great tact
tidal,of or relating to or caused by tides
tide,the periodic rise and fall of the sea level
tidy,marked by order and cleanliness in appearance or habits
tie,fasten or secure with a rope string or cord
tied,bound or secured closely
tight,closely constrained or constricted or constricting
tilt,lean over; tip
tilt,incline or bend from a vertical position
timbre,the distinctive property of a complex sound
times,a more or less definite period of time now or previously present
timorous,shy and fearful by nature
tiny,very small
tip,the extreme end of something especially something pointed
tirade,a speech of violent denunciation
tissue,part of an organism consisting of an aggregate of cells
title,the name of a work of art or literary composition
titular,existing in name only
tobacco,aromatic annual or perennial herbs and shrubs
together,in contact with each other or in proximity
toilsome,characterized by effort to the point of exhaustion
token,a disk that can be used in designated slot machines
tolerate,put up with something or somebody unpleasant
toll,charge a fee for using
toll,a fee levied for the use of roads or bridges
tone,the distinctive property of a complex sound
tool,an implement used to perform a task or job
topic,the subject matter of a conversation or discussion
topography,the configuration of a surface and its features
torment,intense feelings of suffering; acute mental or physical pain
torpedo,a long cylindrical self-propelled underwater projectile
torpid,in a condition of biological rest or suspended animation
torpor,a state of motor and mental inactivity
torso,the body excluding the head and neck and limbs
tortuous,marked by repeated turns and bends
total,the whole amount
tough,substantially made or constructed
tout,advertise in strongly positive terms
tower,a structure taller than its diameter
town,an urban area with a fixed boundary that is smaller than a city
toxic,of or relating to or caused by a poison
trace,an indication that something has been present
tract,an extended area of land
tractable,easily managed
trade,the commercial exchange of goods and services
trademark,a registered symbol identifying a product’s manufacturer
tradition,a specific practice of long standing
traditional,consisting of or derived from a practice of long standing
traditionally,according to long-standing practice
traduce,speak unfavorably about
tragedy,an event resulting in great loss and misfortune
train,educate for a future role or function
trait,a distinguishing feature of your personal nature
trajectory,the path followed by an object moving through space
tranche,a portion of something (especially money)
tranquil,free from disturbance by heavy waves
tranquilize,make calm or still
tranquillity,an untroubled state free from disturbances
transact,conduct business
transaction,conducting business within or between groups
transfer,move from one place to another
transformed,given a completely different form or appearance
transgression,the violation of a law or a duty or moral principle
transience,the attribute of being brief or fleeting
transient,lasting a very short time
transistor,a semiconductor device capable of amplification
transitory,lasting a very short time
transmission,communication by means of sent signals
transmit,send from one person or place to another
transmitted,occurring among members of a family usually by heredity
transmutation,an act that changes the form or character or substance of something
transmute,change or alter in form appearance or nature
transpire,come about happen or occur
transplant,transfer from one place or period to another
transplantation,the act of removing something from one location and introducing it in another location
transport,move something or somebody around
transposon,a segment of DNA that can become integrated at many different sites along a chromosome (especially a segment of bacterial DNA that can be translocated as a whole)
trapezium,a quadrilateral with no parallel sides
trapped,forced to turn and face attackers
trash,worthless material that is to be disposed of
trauma,an emotional wound or shock having long-lasting effects
